id,ita-IT,ger-DE,eng-GB
067ed6be7874c59e468c81a74ee72283,Comune,Gemeinde,
6e488f8477ec4d66387721c3e3ed1e2f,"Comunità montana o isolana","Berg- oder Inselgemeinde",
bb452cfbaa9e4657936d83edea48056e,"Consorzio di diritto pubblico","Öffentlich-rechtliches Konsortium",
e082b6c811fea9d07c36af170f251efb,"Ente ambientale regionale","Regionale Umweltbehörde",
891e02e453df3924cb6bea132b2aff87,"Ente di sviluppo agricolo regionale o di altro ente locale","Regionale Agentur für landwirtschaftliche Entwicklung oder andere lokale Behörde",
69d78fe68b639908f3fb7fbb34b9088c,"Ente o autorità portuale","Hafenbehörde oder Behörde",
c1b0f8c8c72fb4e922917b32b880d228,"Ente parco",Parkbehörde,
7fe913bf8dd569078cd45d8d6071c716,"Ente per il turismo",Fremdenverkehrsamt,
0ca0c15b3b5135c20406762002c5edba,"Ente per la ricerca e per l'aggiornamento educativo","Gremium für Bildungsforschung und Fortbildung",
759d37d35bb0e87bfeb6648ac1d98af2,"Ente privato",,
84b969ae01133c412a5c69036001a9b1,"Ente pubblico non economico",,
c5a14f78d608f57d4c5f23aaaa368f80,"Istituto e scuola pubblica di ogni ordine e grado","Institut und öffentliche Schule aller Stufen",
8cd25ce035a3db989bacf3c760a725b8,"Istituto o ente pubblico di ricerca","Öffentliches Forschungsinstitut oder Einrichtung",
a8e7b88174d76c713175cdb8a10f6159,"Istituto pubblico di assistenza e beneficenza","Institut für öffentliche Hilfe und Wohltätigkeit",
67674c74fe860abbd4fa09c057075ce6,"Istituto, scuola e università pubblica",,
27519eba034ff025f6cf2192d25e13a2,Ministero,Ministerium,
ad3418d96883b64a7bfa9548ad29c215,"Ordine e collegio professionale","Berufsverband und Berufskollegium",
613d86d32f90ee1241d03b0f57b1c140,"Organo costituzionale o a rilevanza costituzionale","Verfassungsorgan oder Organ von verfassungsrechtlicher Bedeutung",
3f111622917b1a410a4741ee1e437df6,"Presidenza del consiglio",Ministerpräsidentschaft,
6685d2e07988d89e20b90396e9c1999e,Provincia,Provinz,
a58752a119d19d0c18f6211c1d4975ea,Regione,Region,
c92e64651b1f45613bd31c178e70ca9f,"Regione e autonomia locale",,
e7f88dce317bfc2f08c8a3917be8841f,"Scuola comunale",,
c05ebb35fa6763941ba7bc691983de86,"Scuola privata",,
7767b68e92e7630c22fae81febce58a5,"Unione di comuni",Gemeindenverband,
7f9e72c12ce72650af8dd65645bc0b3d,"Università pubblica","Öffentliche Universität",
3a80f108a15361f7b769ff867a456615,"LP3 classificazioni Società Gruppo Provincia",,
c5ff454de5933c21534fc9caddcc68ea,Agenzie,,
c95330ada76d11c7f0a6561d5cd87d21,"Altre società partecipate",,
67becb9a260fa77fbc1b7fb19567bbb6,"Ente pubblico strumentale",,
845f4d35d98e848691c159d18adc5ae9,Fondazione,,
36ee380643d692fece001a5379f42050,"Società strumentale",,
0633640b94c28142ac64ac028487d046,"Tipo di organizzazione",,
581aa003e6509d032e3bf824978dcb00,"Forme disciplinate dal diritto privato",,
84815f617b224675fe26c122dc262bd2,"Forme disciplinate dal diritto pubblico",,
1209f8b7eb632dcac4cbfe1e10dadf8d,"Organizzazione privata",,
89e5061e795fdda6fd68ce87906eba6f,"Organizzazione pubblica",,
939a706c80d1ecc9ee60ac28e8102caf,"Organo di governo",,
7709a7da57b62a2676bd60de2d3cbc86,Assessorato,,
e021aa0934cf57fe67ee6091b16d14c4,Circoscrizione,,
047d07009e30e10d9906618ff7b2a19d,"Commissione consiliare",,
03c17f7848e6da8bd583a252a193128a,"Commissione permanente",,
225cc9baa4fb28dedaf975002f3870fb,"Commissione provinciale",,
e2adf022d01f42728bb31d352da5c284,"Consiglio comunale",Gemeinderat,
6146ba859abf345d7844cf7ac585bdec,"Consiglio provinciale",,
971b931cdc5ab7ca1e1fffacd4618fa2,"Giunta comunale",Gemeindeausschuss,
38e9b23a4b7ab816792170b2894d628d,"Giunta provinciale",,
db565271e05f7a6ac8fb047fbfcf9120,"Gruppo consiliare",,
5e2f3ab7a02600f8afce19fc0dd2c23c,"Organismo di rappresentanza",,
259e7084b479c1304029c628a826f459,"Organo di garanzia",,
f4d3eb173cbde0d6af887792c615c6fb,"Presidenza del Consiglio comunale",,
8cb7c2dbde95e4d1087ec2f3a629dbee,"Tipo di organizzazione privata (ATECO)","Typ der privaten Organisation (ATECO)",
"ateco-2007/ A","agricoltura, silvicoltura e pesca - A",,"agriculture, forestry and fisheries - A"
"ateco-2007/ 032","acquacoltura - 03.2",,"aquaculture - 03.2"
"ateco-2007/ 017","caccia, cattura di animali e servizi connessi - 01.7",,"hunting, trapping of animals and related services - 01.7"
"ateco-2007/ 011","coltivazione di colture agricole non permanenti - 01.1",,"growing of non-perennial crops - 01.1"
"ateco-2007/ 012","coltivazione di colture permanenti - 01.2",,"growing of perennial crops - 01.2"
