id,ita-IT,ger-DE,eng-GB
2c53c047e00261c3b1aab4b87fdfe75d,Comunicazione,,
478bbddb15920c6e35d12d5c0347a597,"Tipologia di articolo",,
8523689cfed3204b694405209f5b8dc2,Avviso,"Wichtige Bekanntmachung",Notice
0a2f56dad9809dcd2a145c83d1909a15,"Comunicato stampa",Pressemitteilung,"Press release"
dde18cc8e58fc6f3ce4853a4bf81250d,Notizia,"Neues aus dem Rathaus",News
